ClientID,Sex,Education,Marriage,Age,Age Band,Credit Limit,Credit Limit Band,Utilization Rate,Ever Delayed,Max Delay (months),Months Delayed (count),Payment Trend,Risk Segment,Default
241,Female,Graduate school,Single,28,21-30,60000,Q2,0.1234333333333333,Yes,2,3,0,Medium risk (one factor),No default
242,Male,Graduate school,Single,39,31-40,50000,Q1 (lowest),0.8041466666666667,No,0,0,-200,Medium risk (one factor),No default
243,Female,University,Single,27,21-30,50000,Q1 (lowest),0.5641133333333334,No,0,0,700,Medium risk (one factor),No default
244,Female,Graduate school,Single,32,31-40,180000,Q3,0.01355,Yes,2,2,2645,Medium risk (one factor),No default
245,Female,Graduate school,Single,40,31-40,30000,Q1 (lowest),0.0034055555555555,Yes,2,4,295,Medium risk (one factor),No default
246,Female,University,Single,40,31-40,20000,Q1 (lowest),0.6657416666666667,No,0,0,1601,Medium risk (one factor),No default
247,Female,University,Married,75,61+,250000,Q4,0.042278,No,0,0,447,Low risk (neither),No default
248,Female,University,Single,27,21-30,100000,Q2,0.3274966666666666,No,0,0,1788,Medium risk (one factor),No default
249,Male,Graduate school,Single,25,21-30,330000,Q5 (highest),0.1292954545454545,Yes,2,1,-62,Medium risk (one factor),No default
250,Male,High school,Married,46,41-50,50000,Q1 (lowest),0.3929033333333334,No,0,0,-439,Medium risk (one factor),No default
251,Female,University,Single,26,21-30,50000,Q1 (lowest),0.8028733333333333,Yes,2,3,-1293,High risk (delayed + high util),No default
252,Male,University,Single,28,21-30,30000,Q1 (lowest),0.7508888888888889,No,0,0,5006,Medium risk (one factor),No default
253,Female,University,Single,26,21-30,140000,Q3,0.7517130952380952,No,0,0,2062,Medium risk (one factor),Default
254,Female,Graduate school,Single,28,21-30,160000,Q3,0.3514489583333333,No,0,0,-2958,Medium risk (one factor),No default
255,Female,University,Single,29,21-30,400000,Q5 (highest),0.0141791666666666,No,0,0,2265,Low risk (neither),No default
256,Male,University,Married,25,21-30,50000,Q1 (lowest),0.5785066666666666,No,0,0,679,Medium risk (one factor),No default
257,Female,University,Married,48,41-50,140000,Q3,0.0322559523809523,No,0,0,-114,Low risk (neither),No default
258,Female,University,Married,33,31-40,160000,Q3,0.0856322916666666,No,0,0,2453,Low risk (neither),No default
259,Female,High school,Married,43,41-50,100000,Q2,0.1036166666666666,No,0,0,0,Low risk (neither),No default
260,Male,Graduate school,Married,48,41-50,220000,Q4,0.8556363636363636,Yes,2,1,4500,High risk (delayed + high util),Default
261,Female,Graduate school,Single,29,21-30,510000,Q5 (highest),0.1677160130718954,No,0,0,-24990,Low risk (neither),No default
262,Male,University,Single,29,21-30,50000,Q1 (lowest),0.6740033333333333,No,0,0,-4716,Medium risk (one factor),No default
263,Female,Graduate school,Married,38,31-40,160000,Q3,0.0659135416666666,Yes,2,1,2748,Medium risk (one factor),No default
264,Female,Graduate school,Single,37,31-40,230000,Q4,0.0389384057971014,No,0,0,51315,Low risk (neither),No default
265,Female,Graduate school,Single,37,31-40,80000,Q2,0.0730291666666666,No,0,0,-3742,Low risk (neither),No default
266,Female,University,Married,25,21-30,150000,Q3,0.0078933333333333,No,0,0,-316,Low risk (neither),No default
267,Male,High school,Single,23,21-30,10000,Q1 (lowest),0.8689333333333334,Yes,2,1,959,High risk (delayed + high util),No default
268,Female,High school,Single,49,41-50,130000,Q3,0.4586935897435897,No,0,0,4100,Medium risk (one factor),Default
269,Female,Graduate school,Single,48,41-50,40000,Q1 (lowest),0.8665625,No,0,0,100,Medium risk (one factor),No default
270,Male,University,Single,27,21-30,50000,Q1 (lowest),0.2457233333333333,Yes,3,3,310,Medium risk (one factor),Default
271,Male,High school,Single,32,31-40,100000,Q2,0.3003483333333333,No,0,0,20,Medium risk (one factor),No default
272,Male,Graduate school,Married,34,31-40,120000,Q3,0.0061305555555555,Yes,2,1,-450,Medium risk (one factor),No default
273,Female,Graduate school,Single,58,51-60,260000,Q4,0.0,Yes,1,1,0,Medium risk (one factor),Default
274,Female,University,Single,33,31-40,200000,Q4,0.0673925,No,0,0,-1000,Low risk (neither),No default
275,Female,University,Single,28,21-30,360000,Q5 (highest),0.0,No,0,0,0,Low risk (neither),Default
276,Female,University,Single,36,31-40,70000,Q2,0.6327452380952381,No,0,0,2483,Medium risk (one factor),No default
277,Male,Graduate school,Married,40,31-40,460000,Q5 (highest),0.0101590579710144,Yes,2,1,2728,Medium risk (one factor),Default
278,Female,Graduate school,Single,26,21-30,50000,Q1 (lowest),0.00912,No,0,0,0,Low risk (neither),No default
279,Male,High school,Married,33,31-40,50000,Q1 (lowest),0.70597,No,0,0,1310,Medium risk (one factor),No default
280,Female,University,Married,31,31-40,250000,Q4,0.402674,No,0,0,-400,Medium risk (one factor),No default
281,Female,Graduate school,Single,27,21-30,30000,Q1 (lowest),0.0358222222222222,No,0,0,1000,Low risk (neither),No default
282,Male,University,Married,44,41-50,270000,Q4,0.3003666666666666,No,0,0,-20968,Medium risk (one factor),No default
283,Female,High school,Single,30,21-30,180000,Q3,0.703899074074074,No,0,0,4511,Medium risk (one factor),No default
284,Female,Graduate school,Single,28,21-30,100000,Q2,0.5386366666666667,No,0,0,1173,Medium risk (one factor),No default
285,Female,High school,Married,32,31-40,230000,Q4,0.4837079710144927,No,0,0,0,Medium risk (one factor),No default
286,Female,Graduate school,Married,46,41-50,210000,Q4,0.1674912698412698,No,0,0,22209,Low risk (neither),No default
287,Male,Graduate school,Single,38,31-40,210000,Q4,0.2848968253968254,Yes,2,1,774,High risk (delayed + high util),No default
288,Female,University,Married,46,41-50,440000,Q5 (highest),0.3137041666666667,No,0,0,5909,Medium risk (one factor),No default
289,Female,University,Single,25,21-30,100000,Q2,0.67273,Yes,2,1,1913,High risk (delayed + high util),Default
290,Female,University,Married,46,41-50,240000,Q4,0.03895625,No,0,0,295,Low risk (neither),No default
291,Male,Graduate school,Single,33,31-40,280000,Q5 (highest),-0.2001541666666666,No,0,0,-344395,Low risk (neither),Default
292,Female,University,Single,22,21-30,50000,Q1 (lowest),0.0,Yes,1,1,0,Medium risk (one factor),Default
293,Male,University,Married,43,41-50,30000,Q1 (lowest),0.0720666666666666,Yes,3,6,1100,Medium risk (one factor),No default
294,Male,University,Single,27,21-30,10000,Q1 (lowest),0.9474666666666666,Yes,2,1,2807,High risk (delayed + high util),Default
295,Male,Graduate school,Single,29,21-30,130000,Q3,0.0,Yes,1,1,-1500,Medium risk (one factor),No default
296,Male,Graduate school,Single,31,31-40,200000,Q4,0.8157983333333333,No,0,0,3700,Medium risk (one factor),No default
297,Female,University,Married,29,21-30,120000,Q3,0.0107847222222222,No,0,0,-1839,Low risk (neither),No default
298,Female,University,Married,36,31-40,210000,Q4,0.6813079365079364,No,0,0,1783,Medium risk (one factor),No default
299,Female,Graduate school,Married,36,31-40,280000,Q5 (highest),0.1628809523809523,No,0,0,755,Low risk (neither),No default
300,Male,Graduate school,Single,34,31-40,300000,Q5 (highest),0.0252222222222222,Yes,1,1,0,Medium risk (one factor),Default
301,Male,University,Single,37,31-40,100000,Q2,0.7714183333333333,No,0,0,1185,Medium risk (one factor),No default
302,Female,Graduate school,Single,36,31-40,440000,Q5 (highest),0.0,No,0,0,0,Low risk (neither),No default
303,Female,High school,Married,40,31-40,50000,Q1 (lowest),0.5143366666666667,No,0,0,1400,Medium risk (one factor),No default
304,Female,Graduate school,Single,25,21-30,20000,Q1 (lowest),0.8203916666666666,Yes,2,1,800,High risk (delayed + high util),Default
305,Female,Graduate school,Single,27,21-30,200000,Q4,0.0151966666666666,No,0,0,-2215,Low risk (neither),No default
306,Female,University,Single,26,21-30,110000,Q3,0.0194848484848484,No,0,0,3220,Low risk (neither),No default
307,Female,University,Married,36,31-40,500000,Q5 (highest),0.015843,No,0,0,23962,Low risk (neither),No default
308,Female,University,Married,27,21-30,300000,Q5 (highest),0.0028972222222222,Yes,1,1,5215,Medium risk (one factor),No default
309,Male,High school,Married,55,51-60,30000,Q1 (lowest),0.4047944444444444,Yes,4,6,-300,High risk (delayed + high util),Default
310,Female,Graduate school,Single,27,21-30,60000,Q2,0.1830888888888889,No,0,0,13809,Low risk (neither),No default
311,Female,University,Married,38,31-40,400000,Q5 (highest),0.00881375,No,0,0,-8085,Low risk (neither),No default
312,Female,University,Married,34,31-40,180000,Q3,0.7663574074074074,No,0,0,1900,Medium risk (one factor),No default
313,Male,Graduate school,Single,40,31-40,20000,Q1 (lowest),0.658725,Yes,2,1,3000,High risk (delayed + high util),No default
314,Female,High school,Married,49,41-50,200000,Q4,0.2775391666666666,Yes,2,3,-3000,Medium risk (one factor),Default
315,Male,Graduate school,Single,27,21-30,100000,Q2,0.3241716666666667,No,0,0,1431,Medium risk (one factor),No default
316,Male,University,Single,23,21-30,60000,Q2,0.4764777777777778,No,0,0,1354,Medium risk (one factor),Default
317,Female,University,Single,36,31-40,110000,Q3,0.4603287878787878,No,0,0,0,Medium risk (one factor),No default
318,Female,High school,Married,53,51-60,260000,Q4,0.0012980769230769,Yes,1,1,-294,Medium risk (one factor),No default
319,Female,High school,Married,46,41-50,50000,Q1 (lowest),0.71172,Yes,3,3,3100,High risk (delayed + high util),No default
320,Male,University,Single,29,21-30,180000,Q3,-1.1111111111111112e-05,Yes,1,1,0,Medium risk (one factor),No default
321,Male,University,Single,29,21-30,110000,Q3,0.4717363636363636,Yes,2,3,500,High risk (delayed + high util),Default
322,Female,Graduate school,Single,27,21-30,340000,Q5 (highest),0.4525181372549019,No,0,0,-28895,Medium risk (one factor),No default
323,Male,University,Single,24,21-30,50000,Q1 (lowest),0.1055,No,0,0,70,Low risk (neither),No default
324,Female,University,Married,28,21-30,230000,Q4,0.0400920289855072,No,0,0,710,Low risk (neither),Default
325,Female,University,Single,32,31-40,360000,Q5 (highest),0.2663930555555555,No,0,0,0,Low risk (neither),No default
326,Male,University,Single,43,41-50,210000,Q4,0.1275388888888889,Yes,1,1,-3000,Medium risk (one factor),No default
327,Female,University,Married,41,41-50,220000,Q4,0.0025568181818181,Yes,2,3,0,Medium risk (one factor),Default
328,Female,University,Married,34,31-40,60000,Q2,0.47245,Yes,2,5,2509,High risk (delayed + high util),Default
329,Male,University,Married,55,51-60,340000,Q5 (highest),0.0674343137254902,No,0,0,-32530,Low risk (neither),No default
330,Male,Graduate school,Married,40,31-40,150000,Q3,0.6933944444444444,Yes,2,6,1000,High risk (delayed + high util),No default
331,Female,University,Married,37,31-40,200000,Q4,0.0394916666666666,Yes,2,2,-1500,Medium risk (one factor),Default
332,Female,University,Single,40,31-40,130000,Q3,0.0852743589743589,Yes,2,1,2500,Medium risk (one factor),Default
333,Female,Graduate school,Single,28,21-30,60000,Q2,0.2674055555555555,Yes,2,2,-7000,Medium risk (one factor),No default
334,Female,University,Married,43,41-50,400000,Q5 (highest),0.0333283333333333,Yes,1,1,0,Medium risk (one factor),No default
335,Male,Graduate school,Single,27,21-30,20000,Q1 (lowest),0.9728916666666666,No,0,0,947,Medium risk (one factor),No default
336,Female,Graduate school,Single,28,21-30,190000,Q4,0.8007675438596492,No,0,0,-70,Medium risk (one factor),No default
337,Female,Graduate school,Single,30,21-30,260000,Q4,0.6109615384615384,No,0,0,4000,Medium risk (one factor),No default
338,Female,University,Single,31,31-40,140000,Q3,0.0004642857142857,No,0,0,0,Low risk (neither),No default
339,Female,University,Married,31,31-40,50000,Q1 (lowest),0.7802666666666667,No,0,0,927,Medium risk (one factor),Default
340,Female,Graduate school,Single,34,31-40,120000,Q3,0.0235916666666666,No,0,0,4863,Low risk (neither),No default
341,Female,University,Single,30,21-30,240000,Q4,0.0002555555555555,No,0,0,-1791,Low risk (neither),No default
342,Male,University,Single,36,31-40,50000,Q1 (lowest),0.0628233333333333,No,0,0,1212,Low risk (neither),No default
343,Female,Graduate school,Single,29,21-30,200000,Q4,0.0638908333333333,Yes,2,2,-1000,Medium risk (one factor),No default
344,Male,Graduate school,Married,39,31-40,180000,Q3,0.8525944444444444,No,0,0,9102,Medium risk (one factor),No default
345,Female,Graduate school,Single,26,21-30,180000,Q3,0.6804138888888889,No,0,0,1412,Medium risk (one factor),No default
346,Female,Graduate school,Single,29,21-30,160000,Q3,0.0102416666666666,No,0,0,-13000,Low risk (neither),No default
347,Female,University,Single,26,21-30,100000,Q2,0.0320383333333333,No,0,0,2685,Low risk (neither),No default
348,Female,University,Single,29,21-30,50000,Q1 (lowest),0.91153,No,0,0,1000,Medium risk (one factor),Default
349,Female,University,Single,31,31-40,140000,Q3,0.999909523809524,No,0,0,1600,Medium risk (one factor),No default
350,Female,University,Single,26,21-30,30000,Q1 (lowest),0.6549444444444444,No,0,0,411,Medium risk (one factor),Default
351,Male,Graduate school,Single,26,21-30,90000,Q2,0.160337037037037,No,0,0,-1459,Low risk (neither),No default
352,Male,Graduate school,Married,36,31-40,200000,Q4,-0.0223291666666666,Yes,1,1,118,Medium risk (one factor),No default
353,Male,Graduate school,Single,30,21-30,380000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),Default
354,Female,University,Single,43,41-50,80000,Q2,0.6315666666666667,No,0,0,2295,Medium risk (one factor),No default
355,Male,High school,Married,58,51-60,50000,Q1 (lowest),0.3640533333333333,Yes,2,4,2762,High risk (delayed + high util),No default
356,Male,University,Married,45,41-50,180000,Q3,0.1641462962962963,No,0,0,-19,Low risk (neither),Default
357,Female,University,Single,26,21-30,240000,Q4,0.5034305555555555,No,0,0,2829,Medium risk (one factor),No default
358,Male,University,Single,34,31-40,380000,Q5 (highest),0.4748074561403509,No,0,0,4610,Medium risk (one factor),No default
359,Female,Others,Single,24,21-30,110000,Q3,0.7388727272727272,No,0,0,-1000,Medium risk (one factor),No default
360,Male,Graduate school,Married,34,31-40,260000,Q4,0.0882608974358974,No,0,0,0,Low risk (neither),No default
361,Female,University,Single,23,21-30,500000,Q5 (highest),0.975551,Yes,4,3,-9000,High risk (delayed + high util),Default
362,Female,University,Single,30,21-30,320000,Q5 (highest),0.2272489583333333,No,0,0,89,Low risk (neither),No default
363,Male,University,Single,32,31-40,50000,Q1 (lowest),0.82953,Yes,4,3,-1590,High risk (delayed + high util),No default
364,Male,Graduate school,Married,40,31-40,110000,Q3,0.0068151515151515,Yes,1,1,-66,Medium risk (one factor),Default
365,Female,Graduate school,Single,35,31-40,230000,Q4,0.0024014492753623,No,0,0,-220,Low risk (neither),No default
366,Female,University,Married,56,51-60,330000,Q5 (highest),0.0078989898989898,Yes,1,1,1145,Medium risk (one factor),No default
367,Female,University,Married,61,61+,50000,Q1 (lowest),0.7276733333333333,No,0,0,1961,Medium risk (one factor),No default
368,Male,University,Single,24,21-30,10000,Q1 (lowest),0.2458666666666666,Yes,2,3,0,Medium risk (one factor),No default
369,Male,Graduate school,Married,40,31-40,300000,Q5 (highest),0.0,Yes,1,1,0,Medium risk (one factor),No default
370,Female,University,Married,32,31-40,20000,Q1 (lowest),0.7777583333333333,Yes,3,2,-616,High risk (delayed + high util),Default
371,Male,University,Married,36,31-40,180000,Q3,0.07735,Yes,2,2,0,Medium risk (one factor),Default
372,Male,Graduate school,Single,30,21-30,160000,Q3,0.0640416666666666,No,0,0,-47023,Low risk (neither),No default
373,Female,Graduate school,Single,34,31-40,90000,Q2,0.4699555555555555,Yes,2,3,-360,High risk (delayed + high util),No default
374,Male,High school,Others,54,51-60,30000,Q1 (lowest),0.7841111111111111,No,0,0,2500,Medium risk (one factor),No default
375,Male,Graduate school,Married,46,41-50,180000,Q3,0.7742462962962964,No,0,0,1100,Medium risk (one factor),No default
376,Male,High school,Married,58,51-60,30000,Q1 (lowest),0.7015111111111111,No,0,0,-321,Medium risk (one factor),No default
377,Male,University,Married,43,41-50,30000,Q1 (lowest),0.7347666666666667,Yes,2,3,-1000,High risk (delayed + high util),No default
378,Female,Graduate school,Single,28,21-30,140000,Q3,0.0536,No,0,0,10000,Low risk (neither),No default
379,Male,Graduate school,Single,30,21-30,210000,Q4,0.2598928571428571,No,0,0,-6500,Low risk (neither),No default
380,Male,University,Single,31,31-40,50000,Q1 (lowest),0.2798366666666667,No,0,0,-3000,Low risk (neither),Default
381,Female,University,Single,29,21-30,130000,Q3,0.6056141025641025,No,0,0,-1550,Medium risk (one factor),No default
382,Female,University,Married,37,31-40,50000,Q1 (lowest),0.0546566666666666,Yes,2,3,1100,Medium risk (one factor),Default
383,Male,High school,Married,36,31-40,140000,Q3,0.6409440476190477,No,0,0,-300,Medium risk (one factor),No default
384,Female,University,Single,28,21-30,170000,Q3,0.0287960784313725,Yes,2,1,1010,Medium risk (one factor),Default
